model_row,Old_index_1,smiles,canonical_smiles,doi,compoundId,Solvent,selected_point_index,wavelength,TPACS,values_ln,elements
530,599,CCN(CC)c1ccc(/C=C/c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1,CAN:CCN(CC)c1ccc(/C=C/c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1,10.1021/cr050054x,189,THF,0,800.0,206.0,5.327876169,"C,H,N,S"
531,600,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2nc3ccccc3s2)cc1,CAN:C(=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)/c1ccc(/C=C/c2nc3ccccc3s2)cc1,10.1021/cr050054x,190,THF,0,800.0,221.0,5.398162702,"C,H,N,S"
532,601,C(=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)\c1ccc(/C=C/c2nc3ccccc3s2)cc1,CAN:C(=C\c1ccc(-n2c3ccccc3c3ccccc32)cc1)/c1ccc(/C=C/c2nc3ccccc3s2)cc1,10.1021/cr050054x,191,THF,0,800.0,118.0,4.770684624,"C,H,N,S"
533,602,CN(CCO)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)CCO)cc3)c(/C=C/c3ccc(N(C)CCO)cc3)cc2/C=C/c2ccc(N(C)CCO)cc2)cc1,CAN:CN(CCO)c1ccc(/C=C/c2cc(/C=C/c3ccc(N(C)CCO)cc3)c(/C=C/c3ccc(N(C)CCO)cc3)cc2/C=C/c2ccc(N(C)CCO)cc2)cc1,10.1021/cr050054x,192,THF,0,800.0,65.0,4.17438727,"C,H,N,O"
534,604,Cc1nc(/C=C/c2ccc(N(C)C)cc2)nc(/C=C/c2ccc(N(C)C)cc2)n1,CAN:Cc1nc(/C=C/c2ccc(N(C)C)cc2)nc(/C=C/c2ccc(N(C)C)cc2)n1,10.1021/cr050054x,195a,THF,0,800.0,1140.0,7.038783541,"C,H,N"
535,605,CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,CAN:CN(C)c1ccc(/C=C/c2nc(/C=C/c3ccc(N(C)C)cc3)nc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,10.1021/cr050054x,196a,THF,0,800.0,2405.0,7.785305183,"C,H,N"
536,606,COc1ccc(N(c2ccc(C#Cc3cc(C)c(C#Cc4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)cc3C)cc2)c2ccc(OC)cc2)cc1,CAN:COc1ccc(N(c2ccc(C#Cc3cc(C)c(C#Cc4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)cc3C)cc2)c2ccc(OC)cc2)cc1,10.1021/cr050054x,197,Toluene,0,712.0,980.0,6.887552572,"C,H,N,O"
537,607,COc1ccc(N(c2ccc(C#Cc3c4ccccc4c(C#Cc4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4ccccc34)cc2)c2ccc(OC)cc2)cc1,CAN:COc1ccc(N(c2ccc(C#Cc3c4ccccc4c(C#Cc4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)c4ccccc34)cc2)c2ccc(OC)cc2)cc1,10.1021/cr050054x,198,Toluene,0,842.0,400.0,5.991464547,"C,H,N,O"
538,608,COc1ccc(N(c2ccc(C#Cc3cc4ccc3CCc3ccc(cc3C#Cc3ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc3)CC4)cc2)c2ccc(OC)cc2)cc1,CAN:COc1ccc(N(c2ccc(C#Cc3cc4ccc3CCc3ccc(cc3C#Cc3ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc3)CC4)cc2)c2ccc(OC)cc2)cc1,10.1021/cr050054x,199,Toluene,0,728.0,280.0,5.634789603,"C,H,N,O"
539,609,Clc1ccc(N(c2ccc(Cl)cc2)c2ccc(C#Cc3c4ccccc4c(C#Cc4ccc(N(c5ccc(Cl)cc5)c5ccc(Cl)cc5)cc4)c4ccccc34)cc2)cc1,CAN:Clc1ccc(N(c2ccc(Cl)cc2)c2ccc(C#Cc3c4ccccc4c(C#Cc4ccc(N(c5ccc(Cl)cc5)c5ccc(Cl)cc5)cc4)c4ccccc34)cc2)cc1,10.1021/cr050054x,200,Toluene,0,809.0,550.0,6.309918278,"C,Cl,H,N"
540,610,CCCCN(CCCC)c1ccc(/C=C/c2c(F)c(F)c(/C=C/c3ccc(N(CCCC)CCCC)cc3)c(F)c2F)cc1,CAN:CCCCN(CCCC)c1ccc(/C=C/c2c(F)c(F)c(/C=C/c3ccc(N(CCCC)CCCC)cc3)c(F)c2F)cc1,10.1021/cr050054x,201,Toluene,0,760.0,1400.0,7.244227516,"C,F,H,N"
541,611,CCCCN(CCCC)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(CCCC)CCCC)cc3)c(C#N)c2)cc1,CAN:CCCCN(CCCC)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(CCCC)CCCC)cc3)c(C#N)c2)cc1,10.1021/cr050054x,203,Toluene,0,740.0,260.0,5.560681631,"C,H,N"
542,612,CCCCN(CCCC)c1ccc(/C=C/c2cc(S(=O)(=O)CCC)c(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc2S(=O)(=O)CCC)cc1,CAN:CCCCN(CCCC)c1ccc(/C=C/c2cc(S(=O)(=O)CCC)c(/C=C/c3ccc(N(CCCC)CCCC)cc3)cc2S(=O)(=O)CCC)cc1,10.1021/cr050054x,204,Toluene,0,816.0,4100.0,8.318742253,"C,H,N,O,S"
543,613,CCCCCCOc1ccc(OCCCCCC)c(/C=C/c2c(F)c(F)c(/C=C/c3cc(OCCCCCC)ccc3OCCCCCC)c(F)c2F)c1,CAN:CCCCCCOc1ccc(OCCCCCC)c(/C=C/c2c(F)c(F)c(/C=C/c3cc(OCCCCCC)ccc3OCCCCCC)c(F)c2F)c1,10.1021/cr050054x,205,Toluene,0,730.0,600.0,6.396929655,"C,F,H,O"
544,614,CN(C)c1ccc(/C=C/C=C/c2c(F)c(F)c(/C=C/C=C/c3ccc(N(C)C)cc3)c(F)c2F)cc1,CAN:CN(C)c1ccc(/C=C/C=C/c2c(F)c(F)c(/C=C/C=C/c3ccc(N(C)C)cc3)c(F)c2F)cc1,10.1021/cr050054x,206,Toluene,0,780.0,1700.0,7.43838353,"C,F,H,N"
545,615,CN(C)c1ccc(/C=C/c2c(F)c(F)c(F)c(F)c2F)cc1,CAN:CN(C)c1ccc(/C=C/c2c(F)c(F)c(F)c(F)c2F)cc1,10.1021/cr050054x,207,Toluene,0,750.0,120.0,4.787491743,"C,F,H,N"
546,616,CN(C)c1ccc(/C=C/C=C/c2c(F)c(F)c(F)c(F)c2F)cc1,CAN:CN(C)c1ccc(/C=C/C=C/c2c(F)c(F)c(F)c(F)c2F)cc1,10.1021/cr050054x,208,Toluene,0,825.0,300.0,5.703782475,"C,F,H,N"
547,617,CN(C)c1ccc(/C=C/C=C/C=C/c2c(F)c(F)c(F)c(F)c2F)cc1,CAN:CN(C)c1ccc(/C=C/C=C/C=C/c2c(F)c(F)c(F)c(F)c2F)cc1,10.1021/cr050054x,209,Toluene,0,850.0,500.0,6.214608098,"C,F,H,N"
548,618,CCCCCCCCN1C(=O)c2cccc3c(C#Cc4ccc(C#Cc5ccc(C#Cc6ccc7c(c6)c6ccccc6n7CCC)cc5)cc4)ccc(c23)C1=O,CAN:CCCCCCCCN1C(=O)c2cccc3c(C#Cc4ccc(C#Cc5ccc(C#Cc6ccc7c(c6)c6ccccc6n7CCC)cc5)cc4)ccc(c23)C1=O,10.1021/cr050054x,215,Toluene,0,790.0,120.0,4.787491743,"C,H,N,O"
549,619,CCCCCCCCN1C(=O)c2cccc3c(C#Cc4cccc(C#Cc5ccc(C#Cc6ccc7c(c6)c6ccccc6n7CCC)cc5)c4)ccc(c23)C1=O,CAN:CCCCCCCCN1C(=O)c2cccc3c(C#Cc4cccc(C#Cc5ccc(C#Cc6ccc7c(c6)c6ccccc6n7CCC)cc5)c4)ccc(c23)C1=O,10.1021/cr050054x,216,Toluene,0,750.0,98.0,4.584967479,"C,H,N,O"
550,620,CCCCCCCCN1C(=O)c2cccc3c(C#Cc4ccc(C#Cc5cccc(C#Cc6ccc7c(c6)c6ccccc6n7CCC)c5)cc4)ccc(c23)C1=O,CAN:CCCCCCCCN1C(=O)c2cccc3c(C#Cc4ccc(C#Cc5cccc(C#Cc6ccc7c(c6)c6ccccc6n7CCC)c5)cc4)ccc(c23)C1=O,10.1021/cr050054x,217,Toluene,0,820.0,44.0,3.784189634,"C,H,N,O"
551,621,CCCCCCCCN1C(=O)c2cccc3c(C#Cc4cccc(C#Cc5cccc(C#Cc6ccc7c(c6)c6ccccc6n7CCC)c5)c4)ccc(c23)C1=O,CAN:CCCCCCCCN1C(=O)c2cccc3c(C#Cc4cccc(C#Cc5cccc(C#Cc6ccc7c(c6)c6ccccc6n7CCC)c5)c4)ccc(c23)C1=O,10.1021/cr050054x,218,Toluene,0,790.0,15.0,2.708050201,"C,H,N,O"
552,622,CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CAN:CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,10.1021/cr050054x,219a,TCM,0,810.0,1100.0,7.003065459,"C,H,N,O,S"
553,623,CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,CAN:CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,10.1021/cr050054x,219b,TCM,0,860.0,2700.0,7.901007052,"C,H,N,O,S"
554,624,CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccc(S(=O)(=O)CC(CC)CC)cc4)cc3)cc2)cc1,CAN:CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccc(S(=O)(=O)CC(CC)CC)cc4)cc3)cc2)cc1,10.1021/cr050054x,220a,TCM,0,830.0,1900.0,7.549609165,"C,H,N,O,S"
555,625,CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(S(=O)(=O)CC(CC)CC)cc6)cc5)cc4)cc3)cc2)cc1,CAN:CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(S(=O)(=O)CC(CC)CC)cc6)cc5)cc4)cc3)cc2)cc1,10.1021/cr050054x,220b,TCM,0,820.0,5600.0,8.630521877,"C,H,N,O,S"
556,626,CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(S(=O)(=O)CC(CC)CC)cc4)cc3)c3ccc(/C=C/c4ccc(S(=O)(=O)CC(CC)CC)cc4)cc3)cc2)cc1,CAN:CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(S(=O)(=O)CC(CC)CC)cc4)cc3)c3ccc(/C=C/c4ccc(S(=O)(=O)CC(CC)CC)cc4)cc3)cc2)cc1,10.1021/cr050054x,221a,TCM,0,860.0,4600.0,8.433811582,"C,H,N,O,S"
557,627,CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc(/C=C/c6ccc(S(=O)(=O)CC(CC)CC)cc6)cc5)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(S(=O)(=O)CC(CC)CC)cc6)cc5)cc4)cc3)cc2)cc1,CAN:CCC(CC)CS(=O)(=O)c1ccc(/C=C/c2ccc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc(/C=C/c6ccc(S(=O)(=O)CC(CC)CC)cc6)cc5)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(S(=O)(=O)CC(CC)CC)cc6)cc5)cc4)cc3)cc2)cc1,10.1021/cr050054x,221b,TCM,0,860.0,9400.0,9.148464968,"C,H,N,O,S"
558,628,CC(C)(C)c1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3)o2)cc1,CAN:CC(C)(C)c1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3)o2)cc1,10.1021/cr050054x,227,DCM,0,800.0,135.0,4.905274778,"C,H,N,O"
559,629,CCCCCCOc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1,CAN:CCCCCCOc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)o2)cc1,10.1021/cr050054x,228,DCM,0,800.0,141.0,4.94875989,"C,H,N,O"
560,630,CCCCCCOc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)o2)cc1,CAN:CCCCCCOc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4cccc5ccccc45)cc3)o2)cc1,10.1021/cr050054x,229,DCM,0,800.0,143.0,4.96284463,"C,H,N,O"
561,631,CCCCCCOc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3)o2)cc1,CAN:CCCCCCOc1ccc(-c2nnc(-c3ccc(N(c4ccccc4)c4ccc5ccc6cccc7ccc4c5c67)cc3)o2)cc1,10.1021/cr050054x,230,DCM,0,800.0,249.0,5.517452896,"C,H,N,O"
562,632,N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1,CAN:N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1,10.1021/cr050054x,232,DCM,0,800.0,254.0,5.537334267,"C,H,N"
563,633,N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)cc1)c1ccccc1,CAN:N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)cc1)c1ccccc1,10.1021/cr050054x,233,DCM,0,800.0,540.0,6.29156914,"C,H,N"
564,634,N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)cc2)cc1)c1ccccc1,CAN:N#C/C(=C\c1ccc(/C=C(\C#N)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)cc2)cc1)c1ccccc1,10.1021/cr050054x,234,DCM,0,800.0,1180.0,7.073269717,"C,H,N"
565,636,C(#Cc1ccc(-c2nnc(-c3ccc(C#Cc4cccc(N(c5ccccc5)c5ccccc5)c4)s3)o2)s1)c1cccc(N(c2ccccc2)c2ccccc2)c1,CAN:C(#Cc1ccc(-c2nnc(-c3ccc(C#Cc4cccc(N(c5ccccc5)c5ccccc5)c4)s3)o2)s1)c1cccc(N(c2ccccc2)c2ccccc2)c1,10.1021/cr050054x,236,DCM,0,800.0,997.0,6.90475077,"C,H,N,O,S"
566,638,CCCCN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,CAN:CCCCN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,10.1021/cr050054x,238,Toluene,0,780.0,107.0,4.672828834,"C,H,N,S"
567,639,CCCCN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,CAN:CCCCN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,10.1021/cr050054x,239,Toluene,0,780.0,360.0,5.886104031,"C,H,N,O"
568,640,CCCCN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CCCC)C7=O)cc5)c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,CAN:CCCCN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CCCC)C7=O)cc5)c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,10.1021/cr050054x,240,Toluene,0,780.0,250.0,5.521460918,"C,H,N,O"
569,641,COc1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccc(-c4nc(-c5ccc(C)cc5)nc(-c5ccc(C)cc5)n4)cc3)cc2)cc1,CAN:COc1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccc(-c4nc(-c5ccc(C)cc5)nc(-c5ccc(C)cc5)n4)cc3)cc2)cc1,10.1021/cr050054x,241,TCM,0,800.0,77.0,4.343805422,"C,H,N,O"
570,642,COc1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccc(-c4nc(-c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccc(OC)cc7)cc6)cc5)nc(-c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccc(OC)cc7)cc6)cc5)n4)cc3)cc2)cc1,CAN:COc1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccc(-c4nc(-c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccc(OC)cc7)cc6)cc5)nc(-c5ccc(/C=C/c6ccc(N(c7ccccc7)c7ccc(OC)cc7)cc6)cc5)n4)cc3)cc2)cc1,10.1021/cr050054x,243,TCM,0,800.0,407.0,6.008813185,"C,H,N,O"
571,643,CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccccc4)cc3)C2=O)cc1,CAN:CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccccc4)cc3)C2=O)cc1,10.1021/cr050054x,244,TCM,0,790.0,781.0,6.66057515,"C,H,N,O"
572,644,CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(C)C)cc6)C5=O)cc4)cc3)C2=O)cc1,CAN:CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(c4ccccc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(C)C)cc6)C5=O)cc4)cc3)C2=O)cc1,10.1021/cr050054x,245,TCM,0,790.0,2474.0,7.813591553,"C,H,N,O"
573,645,CN(C)c1ccc(/C=C2\CC/C(=C/c3ccc(N(c4ccc(/C=C5\CC/C(=C\c6ccc(N(C)C)cc6)C5=O)cc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(C)C)cc6)C5=O)cc4)cc3)C2=O)cc1,CAN:CN(C)c1ccc(/C=C2\CC/C(=C/c3ccc(N(c4ccc(/C=C5\CC/C(=C\c6ccc(N(C)C)cc6)C5=O)cc4)c4ccc(/C=C5\CC/C(=C\c6ccc(N(C)C)cc6)C5=O)cc4)cc3)C2=O)cc1,10.1021/cr050054x,246,TCM,0,790.0,3298.0,8.101071503,"C,H,N,O"
574,646,c1ccc2cc(N(c3ccc(-c4ccc(-c5ccc(N(c6ccc7ccccc7c6)c6ccc7ccccc7c6)cc5)c5nsnc45)cc3)c3ccc4ccccc4c3)ccc2c1,CAN:c1ccc2cc(N(c3ccc(-c4ccc(-c5ccc(N(c6ccc7ccccc7c6)c6ccc7ccccc7c6)cc5)c5nsnc45)cc3)c3ccc4ccccc4c3)ccc2c1,10.1021/cr050054x,251,Toluene,0,780.0,110.0,4.700480366,"C,H,N,O"
575,647,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5nsnc45)cc3)cc2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)cc5)c5nsnc45)cc3)cc2)cc1,10.1021/cr050054x,252,Toluene,0,780.0,200.0,5.298317367,"C,H,N,S"
576,648,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)s6)cc5)c5nsnc45)s3)cc2)cc1,CAN:c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)s6)cc5)c5nsnc45)s3)cc2)cc1,10.1021/cr050054x,253,Toluene,0,780.0,280.0,5.634789603,"C,H,N,S"
577,649,C(=C/N(c1ccccc1)c1ccccc1)\c1ccc(/C=C/N(c2ccccc2)c2ccccc2)c2nsnc12,CAN:C(=C\N(c1ccccc1)c1ccccc1)/c1ccc(/C=C/N(c2ccccc2)c2ccccc2)c2nsnc12,10.1021/cr050054x,254,Toluene,0,780.0,330.0,5.799092654,"C,H,N,S"
578,650,C(#Cc1ccc(C#Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:C(#Cc1ccc(C#Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1021/cr050054x,255,Toluene,0,780.0,200.0,5.298317367,"C,H,N,S"
579,651,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2ccc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,CAN:C(=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)/c1ccc(-c2ccc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1,10.1021/cr050054x,256,Toluene,0,780.0,330.0,5.799092654,"C,H,N,S"
580,652,C(=C/c1cc(/C=C/c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc(/C=C/c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)c1)\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,CAN:C(=C\c1cc(/C=C/c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)cc(/C=C/c2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4nsnc34)cc2)c1)/c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,10.1021/cr050054x,257,Toluene,0,720.0,780.0,6.65929392,"C,H,N,S"
581,653,C(=C/c1ccc(-c2ccc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1)\c1ccccc1,CAN:C(=C\c1ccc(-c2ccc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nsnc23)cc1)/c1ccccc1,10.1021/cr050054x,258,Toluene,0,720.0,170.0,5.135798437,"C,H,N,S"
582,654,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,CAN:C(=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)/c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,10.1021/cr050054x,260,Toluene,0,780.0,230.0,5.438079309,"C,H,N,S"
583,655,CCCCCCOc1cc(/C=C/c2ccc(N(CC)CC)cc2)c(OCCN(C)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1/C=C/c1ccc(N(CC)CC)cc1,CAN:CCCCCCOc1cc(/C=C/c2ccc(N(CC)CC)cc2)c(OCCN(C)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)cc1/C=C/c1ccc(N(CC)CC)cc1,10.1021/cr050054x,261,None,0,850.0,2600.0,7.863266724,"C,H,N,S"
584,656,CCCCCCCCCCCCOc1cc(/C=C/c2ccc(N(c3ccccc3)c3cccc(C)c3)cc2)c(OCCCCCCCCCCCC)cc1/C=C/c1ccc(N(c2ccccc2)c2cccc(C)c2)cc1,CAN:CCCCCCCCCCCCOc1cc(/C=C/c2ccc(N(c3ccccc3)c3cccc(C)c3)cc2)c(OCCCCCCCCCCCC)cc1/C=C/c1ccc(N(c2ccccc2)c2cccc(C)c2)cc1,10.1021/cr050054x,43,Toluene,0,745.0,855.0,6.751101469,"C,H,N,O"
585,657,CC(C)(C)c1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(-c7nnc(-c8ccc(C(C)(C)C)cc8)o7)cc6)cc5)c5ccc(/C=C/c6ccc(-c7nnc(-c8ccc(C(C)(C)C)cc8)o7)cc6)cc5)cc4)cc3)o2)cc1,CAN:CC(C)(C)c1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(N(c5ccc(/C=C/c6ccc(-c7nnc(-c8ccc(C(C)(C)C)cc8)o7)cc6)cc5)c5ccc(/C=C/c6ccc(-c7nnc(-c8ccc(C(C)(C)C)cc8)o7)cc6)cc5)cc4)cc3)o2)cc1,10.1021/cr050054x,130,Toluene,0,760.0,430.0,6.063785209,"C,H,N,O"
586,658,CCCCCN(CCCC)c1ccc(/C=C/c2cc(C#N)c(/C=C/c3ccc(/C=C/c4cc(C#N)c(/C=C/c5ccc(N(CCCC)CCCCC)cc5)cc4C#N)cc3)cc2C#N)cc1,CAN:CCCCCN(CCCC)c1ccc(/C=C/c2cc(C#N)c(/C=C/c3ccc(/C=C/c4cc(C#N)c(/C=C/c5ccc(N(CCCC)CCCCC)cc5)cc4C#N)cc3)cc2C#N)cc1,10.1021/cr050054x,54,Toluene,0,970.0,3600.0,8.188689124,"C,H,N,O"
587,659,CCCCCN(CCCC)c1ccc(/C=C/c2cc(OC)c(/C=C/c3cc(C#N)c(/C=C/c4cc(OC)c(/C=C/c5ccc(N(CCCC)CCCCC)cc5)cc4OC)cc3C#N)cc2OC)cc1,CAN:CCCCCN(CCCC)c1ccc(/C=C/c2cc(OC)c(/C=C/c3cc(C#N)c(/C=C/c4cc(OC)c(/C=C/c5ccc(N(CCCC)CCCCC)cc5)cc4OC)cc3C#N)cc2OC)cc1,10.1021/cr050054x,56,Toluene,0,970.0,5300.0,8.5754621,"C,H,N"
588,660,CCCCCCn1c(/C=C/c2ccc(N(CCCC)CCCC)cc2)ccc1/C=C/c1ncc(/C=C/C2=C(C#N)C(C(C#N)C#N)OC2(C)C)s1,CAN:CCCCCCn1c(/C=C/c2ccc(N(CCCC)CCCC)cc2)ccc1/C=C/c1ncc(/C=C/C2=C(C#N)C(C(C#N)C#N)OC2(C)C)s1,10.1021/cr050054x,57,THF,0,840.0,1420.0,7.258412151,"C,H,N,O"
